brand,model,alias,battery_type,part_numbers,wh,cells,confidence,source_url,notes,image,image_source,image_note,charger_watts,charger_connector,charger_output,charger_part_numbers,charger_confidence,charger_source_url,charger_notes,ram_upgradable,ram_type,ram_slots,ram_max,ram_confidence,ram_source_url,ram_notes,storage_upgradable,storage_slots,storage_type,wifi_upgradable,wifi_type,wwan,wwan_notes,gpu,gpu_upgradable,parts_confidence,parts_source_url,parts_notes,replaceable_parts,keyboard,screen,charge_port,fan,service_manual_url,repair_confidence,repair_notes,replaceable_part_numbers,pn_confidence,pn_source_url,pn_notes
Apple,"MacBook Pro (14-inch, M3 Pro, Nov 2023)","MacBook Pro (14-inch, M3 Pro, Late 2023)",A2977,A2977,72.4,6,medium,https://www.ifixit.com/products/macbook-pro-14-late-2023-a2992-battery,Body A2992 (M3 Pro/M3 Max). Apple spec 72.4 Wh; iFixit lists 72.6 Wh 11.58 V 6300 mAh. Not the A2519 used by the base M3 14-inch (A2918). Cell count not confirmed by a source.,img/apple-a2977.webp,https://usabatteries.com/product/apple-a2977-battery-for-macbook-pro-14-late-2023/,,70,MagSafe 3,5-20.3V up to 3.5A (20.3V 3.5A),A2743 / MQLN3; A2166 / MX0J2,high,https://support.apple.com/en-us/117736,M3 Pro 11-core CPU ships 70W USB-C adapter; 12-core CPU config ships 96W. Charges via USB-C to MagSafe 3 cable (2 m). Part numbers from own knowledge. Part number detail: A2166 / MX0J2: 96W.,no,Unified memory (on package),0,36 GB,high,https://support.apple.com/en-us/117736,M3 Pro max is 36 GB; the M3 Max version goes to 128 GB.,no,0,Soldered SSD,no,Soldered Wi-Fi 6E (802.11ax),no,,Integrated Apple M3 Pro 14-core or 18-core GPU,no,high,https://support.apple.com/en-us/117736,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; Hinges; USB-C port board; MagSafe 3 board; Audio/headphone board; Touch ID board; Lid angle sensor; Antennas; BMU flex cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/118617,high,Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Two fans are their own parts; the heatsink is part of the logic board. MagSafe 3 and USB-C ports are on their own boards. Display hinge covers are the only hinge parts.,"Bottom cover: 923-09954, 923-09955 | Battery: A2977 | Fan: 923-10084, 923-10112 | Speakers: 923-10066 | Touchpad: 661-38735, 661-38736 | Palmrest/top cover: 661-37958, 661-38738 | Display assembly: 661-37952, 661-37953 | USB-C port board: 923-10062 | MagSafe 3 board: 923-10116, 923-10117 | Audio/headphone board: 923-10115 | Touch ID board: 661-38768 | Lid angle sensor: 661-38779 | Antennas: 923-09226 | BMU flex cable: 923-10050 | System board: 661-36925, 661-36933, 661-36941, 661-36948",high,https://support.apple.com/en-us/103935,"Apple exploded view. Colour pairs are space black then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. Fans: right, left. Antennas is the vent/antenna module. System board: 4 of many M3 Pro variants (11c/14g and 12c/18g, 18 GB or 36 GB, 1 TB)."
Apple,"MacBook Pro (14-inch, 2021) with M1 Pro or M1 Max","MacBook Pro (M1 Mac, 14-inch, 2021)",A2519,A2519,70,6,medium,https://www.ifixit.com/products/macbook-pro-14-a2442-a2779-a2918-battery,Body A2442 (M1 Pro and M1 Max share one pack). Apple spec 70 Wh; pack label 69.6 Wh 11.46 V 6068 mAh. Cell count not confirmed by a source.,img/apple-a2519.jpg,https://www.laptopbatteryexpress.com/A2519-Battery-for-MacBook-Pro-14-2021-2023-A244-p/app-a2519.htm,,96,MagSafe 3,20.5V 4.7A / 15V 3A / 9V 3A / 5.2V 3A (USB-C PD),A2166 / MX0J2AM/A; A2518 / MKU63AM/A,high,https://support.apple.com/en-us/111902,96W USB-C adapter for 10-core M1 Pro and M1 Max; 8-core M1 Pro base config ships with 67W A2518; both use USB-C to MagSafe 3 cable A2363 / MLYV3. Part number detail: A2518 / MKU63AM/A: 67W.,no,Unified memory (on package),0,64 GB,high,https://support.apple.com/en-us/111902,M1 Pro max is 32 GB; M1 Max max is 64 GB.,no,0,Soldered SSD,no,Soldered Wi-Fi 6 (802.11ax),no,,Integrated Apple M1 Pro 14/16-core or M1 Max 24/32-core GPU,no,high,https://support.apple.com/en-us/111902,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; Hinges; USB-C port board; MagSafe 3 board; Audio/headphone board; Touch ID board; Lid angle sensor; Antennas; BMU flex cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/100549,high,Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Two fans are their own parts; the heatsink is part of the logic board. MagSafe 3 and USB-C ports are on their own boards. Display hinge covers are the only hinge parts.,"Bottom cover: 923-06702, 923-06703 | Battery: A2519 | Fan: 923-06778, 923-06759 | Speakers: 923-10066 | Touchpad: 661-23551, 661-23552 | Palmrest/top cover: 661-21972, 661-21973 | Display assembly: 661-21970, 661-21971 | USB-C port board: 923-06760 | MagSafe 3 board: 923-06870, 923-06871 | Audio/headphone board: 923-06757 | Touch ID board: 661-23549 | Lid angle sensor: 661-23649 | Antennas: 923-06758 | BMU flex cable: 923-06765 | System board: 661-21255, 661-21275, 661-21285, 661-21295",high,https://support.apple.com/en-us/100550,"Apple exploded view. Colour pairs are space gray then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. Fans: right, left. Antennas is the vent/antenna module. System board: 4 of 50 variants (M1 Pro 8c/14g, M1 Pro 10c/16g, M1 Max 24g, M1 Max 32g; lowest RAM, 512 GB)."
Apple,"MacBook Pro (16-inch, 2021) with M1 Max","MacBook Pro (M1 Max, 16-inch, 2021)",A2527,A2527,100,6,medium,https://www.ifixit.com/products/macbook-pro-16-2021-a2485-battery,Body A2485 (M1 Pro and M1 Max share one pack). Apple spec 100 Wh; pack label 99.6 Wh 11.45 V 8693 mAh. Cell count not confirmed by a source.,img/apple-a2527.jpg,https://www.ifixit.com/products/macbook-pro-16-2021-a2485-battery,,140,MagSafe 3,5-28V up to 5A (140W USB-C PD 3.1),A2452 / MLYU3,high,https://support.apple.com/en-us/111901,140W USB-C Power Adapter with USB-C to MagSafe 3 cable (2 m) in the box. Adapter itself is USB-C; the laptop end is MagSafe 3.,no,Unified memory (on package),0,64 GB,high,https://support.apple.com/en-us/111901,,no,0,Soldered SSD,no,Soldered Wi-Fi 6 (802.11ax),no,,Integrated Apple M1 Max 24-core or 32-core GPU,no,high,https://support.apple.com/en-us/111901,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; Hinges; USB-C port board; MagSafe 3 board; Audio/headphone board; Touch ID board; Lid angle sensor; Antennas; BMU flex cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/100568,high,Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Two fans are their own parts; the heatsink is part of the logic board. MagSafe 3 and USB-C ports are on their own boards. Display hinge covers are the only hinge parts.,"Bottom cover: 923-06750, 923-06751 | Battery: A2527 | Fan: 923-06789, 923-06788 | Speakers: 923-10067 | Touchpad: 661-23673, 661-23674 | Palmrest/top cover: 661-21974, 661-21975 | Display assembly: 661-21968, 661-21969 | USB-C port board: 923-06760 | MagSafe 3 board: 923-06870, 923-06871 | Audio/headphone board: 923-06757 | Touch ID board: 661-23550 | Lid angle sensor: 661-23648 | Antennas: 923-06790 | BMU flex cable: 923-06794 | System board: 661-21315, 661-21320, 661-21325, 661-21330",high,https://support.apple.com/en-us/100569,"Apple exploded view. Colour pairs are space gray then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. Fans: right, left. Antennas is the vent/antenna module. System board: 4 of the M1 Max variants (24-core GPU 32/64 GB, 32-core GPU 32/64 GB; 512 GB)."
Apple,"MacBook Pro (14-inch, 2021) with M1 Pro","MacBook Pro (M1 Pro, 14-inch, 2021)",A2519,A2519,70,6,medium,https://www.ifixit.com/products/macbook-pro-14-a2442-a2779-a2918-battery,Body A2442 (M1 Pro and M1 Max share one pack). Apple spec 70 Wh; pack label 69.6 Wh 11.46 V 6068 mAh. Cell count not confirmed by a source.,img/apple-a2519.jpg,https://www.laptopbatteryexpress.com/A2519-Battery-for-MacBook-Pro-14-2021-2023-A244-p/app-a2519.htm,,67,USB-C,20.3V 3.3A / 15V 3A / 9V 3A / 5.2V 2.4A (USB-C PD),A2518 / MKU63; A2166 / MX0J2,high,https://support.apple.com/en-us/111902,67W USB-C adapter ships with the M1 Pro 8-core CPU config. 96W USB-C adapter (A2166) ships with M1 Pro 10-core CPU and M1 Max configs. Ships with a USB-C to MagSafe 3 cable (MLYV3); the laptop connector is MagSafe 3 but the adapter port is USB-C. Part number detail: A2166 / MX0J2: 96W.,no,Unified memory (on package),0,32 GB,high,https://support.apple.com/en-us/111902,M1 Max version of the same chassis goes to 64 GB.,no,0,Soldered SSD,no,Soldered Wi-Fi 6 (802.11ax),no,,Integrated Apple M1 Pro 14-core or 16-core GPU,no,high,https://support.apple.com/en-us/111902,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; Hinges; USB-C port board; MagSafe 3 board; Audio/headphone board; Touch ID board; Lid angle sensor; Antennas; BMU flex cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/100549,high,Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Two fans are their own parts; the heatsink is part of the logic board. MagSafe 3 and USB-C ports are on their own boards. Display hinge covers are the only hinge parts.,"Bottom cover: 923-06702, 923-06703 | Battery: A2519 | Fan: 923-06778, 923-06759 | Speakers: 923-10066 | Touchpad: 661-23551, 661-23552 | Palmrest/top cover: 661-21972, 661-21973 | Display assembly: 661-21970, 661-21971 | USB-C port board: 923-06760 | MagSafe 3 board: 923-06870, 923-06871 | Audio/headphone board: 923-06757 | Touch ID board: 661-23549 | Lid angle sensor: 661-23649 | Antennas: 923-06758 | BMU flex cable: 923-06765 | System board: 661-21255, 661-21265, 661-21275, 661-21280",high,https://support.apple.com/en-us/100550,"Apple exploded view. Colour pairs are space gray then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. Fans: right, left. Antennas is the vent/antenna module. System board: 4 of the M1 Pro variants (8c/14g 16 GB, 10c/14g 16 GB, 10c/16g 16 GB, 10c/16g 32 GB; 512 GB)."
Apple,"MacBook Pro (16-inch, 2021) with M1 Pro","MacBook Pro (M1 Pro, 16-inch, 2021)",A2527,A2527,100,6,medium,https://www.ifixit.com/products/macbook-pro-16-2021-a2485-battery,Body A2485 (M1 Pro and M1 Max share one pack). Apple spec 100 Wh; pack label 99.6 Wh 11.45 V 8693 mAh. Cell count not confirmed by a source.,img/apple-a2527.jpg,https://www.ifixit.com/products/macbook-pro-16-2021-a2485-battery,,140,MagSafe 3,28V 5A / 20.3V 4.7A / 15V 3A / 9V 3A / 5.2V 2.4A (USB-C PD 3.1),A2452 / MLYU3; MagSafe 3 cable A2363 / MLYV3,high,https://support.apple.com/en-us/111901,Apple tech specs list 140W USB-C Power Adapter with USB-C to MagSafe 3 Cable (2 m). The 140W adapter is USB-C; the MagSafe 3 cable connects to the laptop.,no,Unified memory (on package),0,32 GB,high,https://support.apple.com/en-us/111901,M1 Max version of the same chassis goes to 64 GB.,no,0,Soldered SSD,no,Soldered Wi-Fi 6 (802.11ax),no,,Integrated Apple M1 Pro 16-core GPU,no,high,https://support.apple.com/en-us/111901,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; Hinges; USB-C port board; MagSafe 3 board; Audio/headphone board; Touch ID board; Lid angle sensor; Antennas; BMU flex cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/100568,high,Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Two fans are their own parts; the heatsink is part of the logic board. MagSafe 3 and USB-C ports are on their own boards. Display hinge covers are the only hinge parts.,"Bottom cover: 923-06750, 923-06751 | Battery: A2527 | Fan: 923-06789, 923-06788 | Speakers: 923-10067 | Touchpad: 661-23673, 661-23674 | Palmrest/top cover: 661-21974, 661-21975 | Display assembly: 661-21968, 661-21969 | USB-C port board: 923-06760 | MagSafe 3 board: 923-06870, 923-06871 | Audio/headphone board: 923-06757 | Touch ID board: 661-23550 | Lid angle sensor: 661-23648 | Antennas: 923-06790 | BMU flex cable: 923-06794 | System board: 661-21305, 661-21306, 661-21310, 661-21311",high,https://support.apple.com/en-us/100569,"Apple exploded view. Colour pairs are space gray then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. Fans: right, left. Antennas is the vent/antenna module. System board: 4 of the M1 Pro variants (16 GB 512 GB/1 TB, 32 GB 512 GB/1 TB)."
Apple,"MacBook Pro (13-inch, M1, 2020)","MacBook Pro (M1, 2020)",A2171,A2171,58.2,6,medium,https://www.ifixit.com/products/macbook-pro-13-retina-mid-2019-battery,Body A2338. 11.41 V 58.2 Wh. Cell count not confirmed by a source.,img/apple-a2171.jpg,https://www.laptopbatteryexpress.com/MacBook-Pro-13-2019-A2159-Battery-p/app-a2171.htm,,61,USB-C,5-20.3V up to 3A (20.3V 3A),A1947 / MRW22; A1718 / MNF72,high,https://support.apple.com/en-us/111893,Apple tech specs list a 61W USB-C Power Adapter with USB-C Charge Cable (2 m).,no,Unified memory (on package),0,16 GB,high,https://support.apple.com/en-us/111893,,no,0,Soldered SSD,no,Soldered Wi-Fi 6 (802.11ax),no,,Integrated Apple M1 8-core GPU,no,high,https://support.apple.com/en-us/111893,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; USB-C port board; Audio/headphone board; Touch ID board; Antennas; BMU flex cable; Display cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/100530,high,"Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Fan is its own part; the heatsink is part of the logic board. USB-C ports are on the Input/Output board. RAM, SSD and Wi-Fi are soldered.","Bottom cover: 923-04714, 923-04715 | Battery: A2171 | Fan: 923-05206 | Speakers: 923-04169 | Touchpad: 661-18429, 661-18430 | Palmrest/top cover: 661-18432, 661-18433 | Display assembly: 661-17548, 661-17549 | USB-C port board: 923-05220 | Audio/headphone board: 923-05048, 923-05049 | Touch ID board: 661-18346 | Antennas: 923-05050 | BMU flex cable: 923-01448 | Display cable: 923-05384 | System board: 661-17057, 661-17058, 661-17061, 661-17062",high,https://support.apple.com/en-us/100531,"Apple exploded view. Colour pairs are space gray then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. USB-C port board is the input/output board. Antennas is the vent/antenna module. System board: 4 of 8 variants (8/16 GB, 256/512 GB)."
Apple,"MacBook Pro (13-inch, M2, 2022)","MacBook Pro (M2, 13-inch, 2022)",A2171,A2171,58.2,6,medium,https://www.ifixit.com/products/macbook-pro-13-retina-mid-2019-battery,Body A2338 (M2 2022 uses the same chassis and pack as M1). Cell count not confirmed by a source.,img/apple-a2171.jpg,https://www.laptopbatteryexpress.com/MacBook-Pro-13-2019-A2159-Battery-p/app-a2171.htm,,67,USB-C,5-20.3V up to 3.3A (20.3V 3.3A),A2518 / MKU63,high,https://support.apple.com/en-us/111869,Box: 67W USB-C Power Adapter + USB-C Charge Cable (2 m). Part number from own knowledge.,no,Unified memory (on package),0,24 GB,high,https://support.apple.com/en-us/111869,,no,0,Soldered SSD,no,Soldered Wi-Fi 6 (802.11ax),no,,Integrated Apple M2 10-core GPU,no,high,https://support.apple.com/en-us/111869,,Bottom cover; Battery; Fan; Speakers; Touchpad; Palmrest/top cover; Display assembly; USB-C port board; Audio/headphone board; Touch ID board; Antennas; BMU flex cable; Display cable; System board,palmrest,assembly,separate,separate,https://support.apple.com/en-us/100511,high,"Apple Self Service Repair manual. Battery is sold by Apple only with the top case and keyboard; iFixit sells it alone. Fan is its own part; the heatsink is part of the logic board. USB-C ports are on the Input/Output board. RAM, SSD and Wi-Fi are soldered.","Bottom cover: 923-07578, 923-07579 | Battery: A2171 | Fan: 923-05206 | Speakers: 923-04169 | Touchpad: 661-27532, 661-27533 | Palmrest/top cover: 661-27530, 661-27531 | Display assembly: 661-17548, 661-17549 | USB-C port board: 923-05220 | Audio/headphone board: 923-05048, 923-05049 | Touch ID board: 661-18346 | Antennas: 923-07619 | BMU flex cable: 923-01448 | Display cable: 923-05384 | System board: 661-25671, 661-25672, 661-25675, 661-25676",high,https://support.apple.com/en-us/100512,"Apple exploded view. Colour pairs are space gray then silver. Top case includes battery and keyboard (US English numbers); the battery is not sold alone, so the battery field is the Apple model number. USB-C port board is the input/output board. Antennas is the vent/antenna module. System board: 4 of 12 variants (8/16 GB, 256/512 GB)."
Apple,"MacBook Pro (13-inch, 2018/2019, Four Thunderbolt 3 ports)","MacBook Pro 13"" 2019",A1964,A1964,58,6,medium,https://www.ifixit.com/products/macbook-pro-13-retina-mid-a1989-a2251-battery,Body A1989 (2018 and 2019 share one pack). 11.41 V 5086 mAh 58.0 Wh. iFixit 2018 teardown confirms six cells.,img/apple-a1964.jpg,https://www.ifixit.com/en-eu/products/macbook-pro-13-retina-mid-a1989-a2251-battery,,61,USB-C,20.3V 3A / 9V 3A / 5.2V 2.4A (USB-C PD),A1718 / MNF72LL/A; A1947 / MRW22LL/A,high,https://support.apple.com/en-us/111925,Apple tech specs list a 61W USB-C Power Adapter (2018 and 2019); ships with USB-C charge cable A1739,no,LPDDR3-2133 (soldered),0,16 GB,high,https://support.apple.com/en-us/111997,Same for the 2018 and 2019 four-port models.,no,0,Soldered SSD,no,Soldered 802.11ac Wi-Fi (Broadcom),no,,Integrated Intel Iris Plus Graphics 655,no,high,https://support.apple.com/en-us/111997,Storage is soldered to the logic board and tied to the T2 chip.,Bottom cover; Battery; Fan; Heatsink; Speakers; Touchpad; Palmrest/top cover; Display assembly; USB-C port board; Audio/headphone board; Touch Bar; Touch ID board; Antennas; System board,palmrest,assembly,separate,separate,https://www.ifixit.com/Device/MacBook_Pro_13%22_Four_Thunderbolt_Ports_2019,medium,"Battery is glued to the top case; Apple replaces it with the top case, iFixit sells it alone. Keyboard only comes with the top case. RAM, SSD and Wi-Fi are soldered. USB-C ports are on small modular boards.","Bottom cover: 923-02514, 923-02515 | Battery: A1964 | Fan: 923-02580, 923-02581 | Palmrest/top cover: 661-10040, 661-10361, 661-13159, 661-13160 | Display assembly: 661-10037, 661-10357, 661-12829, 661-12830 | USB-C port board: 923-02497 | System board: 661-09739, 661-09743, 661-12813, 661-12818",medium,https://beetstech.com/store/apple-parts/macbook-pro-13-inch-a1989,"Parts seller listing with Apple part numbers. Colour pairs are space gray then silver. Top case includes keyboard and battery; battery is only sold in the top case, so the battery field is the Apple model number. Top case and display: first pair 2018, second pair 2019. System board: 4 of many CPU/RAM/SSD variants. Fans: left, right."
Apple,"MacBook Pro (13-inch, 2020, Four Thunderbolt 3 ports) A2251",,A1964,A1964,58,6,medium,https://www.ifixit.com/products/macbook-pro-13-retina-mid-a1989-a2251-battery,Body A2251. iFixit and battery shops list A1964 (58 Wh 11.41 V) as the battery for A2251. Some sources quote the 2020 sticker as A2327; no page confirmed this. Cell count from the 2018 A1989 teardown (same pack).,img/apple-a1964.jpg,https://www.ifixit.com/en-eu/products/macbook-pro-13-retina-mid-a1989-a2251-battery,,61,USB-C,5-20.3V up to 3A (61W USB-C PD),A1947 / MRW22; A1718 / MNF72,high,https://support.apple.com/en-us/111339,61W USB-C Power Adapter in the box.,no,LPDDR4X-3733 (soldered),0,32 GB,high,https://support.apple.com/en-us/111339,,no,0,Soldered SSD,no,Soldered 802.11ac Wi-Fi (Broadcom),no,,Integrated Intel Iris Plus Graphics,no,high,https://support.apple.com/en-us/111339,Storage is soldered to the logic board and tied to the T2 chip.,Bottom cover; Battery; Fan; Heatsink; Speakers; Touchpad; Palmrest/top cover; Display assembly; USB-C port board; Audio/headphone board; Touch Bar; Touch ID board; Antennas; System board,palmrest,assembly,separate,separate,https://www.ifixit.com/Parts/MacBook_Pro_13%22_Four_Thunderbolt_Ports_2020,medium,"Battery is glued to the top case; Apple replaces it with the top case, iFixit sells it alone. Keyboard only comes with the top case. RAM, SSD and Wi-Fi are soldered. USB-C ports are on small modular boards.","Bottom cover: 923-04157, 923-04158 | Battery: A1964 | Fan: 923-04237, 923-04238 | Touchpad: 661-16096, 661-16097 | Palmrest/top cover: 661-15956, 661-15957 | Display assembly: 661-15732, 661-15733 | USB-C port board: 923-04254 | Audio/headphone board: 923-04235, 923-04236 | System board: 661-15938, 661-15939, 661-15942",medium,https://beetstech.com/store/apple-parts/macbook-pro-13-inch-a2251-2020,"Parts seller listing with Apple part numbers. Colour pairs are space gray then silver. Top case includes keyboard and battery; battery is only sold in the top case, so the battery field is the Apple model number. System board: 3 of many variants. Fans: left, right."
Apple,"MacBook Air (Retina, 13-inch, 2019)","MACBOOKAIR8,2 RETINA 13"" 2019",A1965,A1965,49.9,4,medium,https://www.ifixit.com/products/macbook-air-13-late-2018-early-2020-battery,"Body A1932. 11.4 V 4379 mAh 49.9 Wh. Cell count from teardown photos, not confirmed by a source.",img/apple-a1965.jpg,https://www.ifixit.com/products/macbook-air-13-late-2018-early-2020-battery,,30,USB-C,20V 1.5A / 15V 2A / 9V 3A / 5V 3A (USB-C PD),A1882 / MR2A2,high,https://support.apple.com/en-us/111948,Apple tech specs list the 30W USB-C Power Adapter. Ships with a 2 m USB-C charge cable (MUF72).,no,LPDDR3-2133 (soldered),0,16 GB,high,https://support.apple.com/en-us/111948,,no,0,Soldered SSD,no,Soldered 802.11ac Wi-Fi (Broadcom),no,,Integrated Intel UHD Graphics 617,no,high,https://support.apple.com/en-us/111948,Storage is soldered to the logic board and tied to the T2 chip.,Bottom cover; Battery; Fan; Heatsink; Speakers; Touchpad; Palmrest/top cover; Display assembly; USB-C port board; Audio/headphone board; Touch ID board; Antennas; System board,palmrest,assembly,separate,separate,https://www.ifixit.com/Device/MacBook_Air_13%22_2019,medium,"Keyboard only comes with the top case. Battery is glued but sold alone. RAM, SSD and Wi-Fi are soldered. USB-C ports are a modular part.","Bottom cover: 923-03270, 923-03271, 923-03272 | Battery: 923-03022 | Fan: 923-02438 | Speakers: 923-02441 | Touchpad: 661-11906, 661-11907, 661-11908 | Palmrest/top cover: 661-12592, 661-12593, 661-12594 | Display assembly: 661-12586, 661-12587, 661-12588 | USB-C port board: 923-02813 | Audio/headphone board: 923-02823, 923-02824 | System board: 661-12832, 661-12836, 661-12837, 661-12838",medium,https://beetstech.com/store/apple-parts/macbook-air-13-inch-a1932-mid-2019,"Parts seller listing with Apple part numbers. Colour sets are space gray, silver, gold (audio board: space gray/gold, then silver). System board: 4 of many variants."
Dell,Inspiron 13 5330 (2023),,V6W33,V6W33; TN70C,54,4,medium,https://www.amazon.com/V6W33-Battery-Inspiron-Vostro-Latitude/dp/B0D8SCG7FD,"Dell manual lists 4-cell 54 Wh (15 V) and 4-cell 64 Wh (15.2 V). V6W33 = 54 Wh 4-cell (Dell DP/N XDY9K, WV3K8, VKYJX, MVK11). TN70C = 64 Wh 4-cell, inferred from the same Inspiron 5x20/5x30 family.",img/dell-v6w33.jpg,https://www.laptopbatteryexpress.com/Dell-V6W33-battery-for-Inspiron-13-5310-p/dell-v6w33.htm,,65,USB-C,5-20V up to 3.25A,HA65NM190; LA65NM190; HA65NM170; LA65NM170; 0M1WCF; 0JYJNW,high,https://www.dell.com/support/manuals/en-us/inspiron-13-5330-laptop/inspiron-13-5330-setup-and-specifications/power-adapter?guid=guid-c8435fc6-5cb4-4688-93d5-082b3c0fabb0&lang=en-us,Dell manual lists 65 W USB Type-C only. Part numbers from sparepartworld/laptop charger listings for the 65W USB-C adapter family.,no,LPDDR5/LPDDR5x (soldered),0,32 GB,high,https://www.dell.com/support/manuals/en-us/inspiron-13-5330-laptop/inspiron-13-5330-setup-and-specifications/memory?guid=guid-05867936-5f4f-49a0-aba0-bdb592fd6959&lang=en-us,,yes,1,M.2 2230/2280 PCIe 4.0 NVMe,yes,Intel AX211 or AX201 (M.2 2230 CNVi),no,,"Integrated Intel UHD, Iris Xe, or Intel Arc (Core Ultra)",no,high,https://dl.dell.com/content/manual18672362-inspiron-13-5330-setup-and-specifications.pdf?language=en-us,"The Wi-Fi card is CNVi, so a replacement must also be a CNVi card.",Bottom cover; Battery; SSD; Wi-Fi card; Coin-cell battery; Fan; Heatsink; Speakers; Touchpad; Palmrest/top cover; Display assembly; I/O board; Power button; Fingerprint reader; System board; USB-C port bracket,palmrest,assembly,board,separate,https://dl.dell.com/content/manual19654563-inspiron-13-5330-service-manual.pdf?language=en-us,high,RAM is soldered. Two fans (left and right) are their own parts. USB-C charge ports are on the system board. Keyboard only comes with the palm-rest assembly.,"Battery: V6W33 | Wi-Fi card: XVV0P, P1C6J, G83J7",medium,https://www.parts-people.com/index.php?action=category&id=141&subid=1752,"Parts seller listing of Dell part numbers. Wi-Fi card: listed compatible Intel AX201/AX211 cards. Palmrest listings found were Spanish only, so they are left out."
